paper_id	doi	arxiv_id	year	title	venue	domain	user_group	task	model	data_modality	explanation_techniques	interaction_design	evaluation_design	n_participants	participant_type	metrics_trust	metrics_reliance	metrics_understanding	metrics_performance
doi:10.1109/ICRA57147.2024.10611018	10.1109/ICRA57147.2024.10611018		2024	Driving with LLMs: Fusing Object-Level Vector Modality for Explainable Autonomous Driving	[llm_xai] ICRA 2024	autonomous driving; explainable multimodal LLMs		Explainable autonomous driving via fused object-level vector modality	LLM-based driving system	object-level vectors; driving scenes	explainable autonomous driving		pending manual extraction						
doi:10.1145/3543873.3587368	10.1145/3543873.3587368		2023	Is ChatGPT better than Human Annotators? Potential and Limitations of ChatGPT in Explaining Implicit Hate Speech	[llm_xai] ACM Web Conference Companion 2023	implicit hate speech; explanation generation; annotation		Explain implicit hate speech with ChatGPT versus human annotators	ChatGPT	text	LLM-generated explanations for implicit hate speech		pending manual extraction						
doi:10.52202/068431-1800	10.52202/068431-1800		2022	Chain-of-Thought Prompting Elicits Reasoning in Large Language Models	"[llm_xai] Advances in Neural Information Processing Systems
, 35"	retrieval-augmented generation		Retrieval-augmented generation / reasoning	large language models	tables + text questions	retrieval-augmented generation / grounding; chain-of-thought prompting / reasoning traces; symbolic / neurosymbolic reasoning; interpretable / explainable modeling		benchmark-style empirical evaluation; reasoning-task experiments across prompts / tasks; comparison against human judgments / annotations						
doi:10.48550/arxiv.2203.11171	10.48550/arxiv.2203.11171		2023	SELF-CONSISTENCY IMPROVES CHAIN OF THOUGHT REASONING IN LANGUAGE MODELS	[llm_xai] 11th International Conference on Learning Representations Iclr 2023	retrieval-augmented generation		Retrieval-augmented generation / reasoning	large language models	social media text	retrieval-augmented generation / grounding; chain-of-thought prompting / reasoning traces; symbolic / neurosymbolic reasoning; LLM-as-judge evaluation		benchmark-style empirical evaluation; reasoning-task experiments across prompts / tasks; comparison against human judgments / annotations						
doi:10.1145/3703155	10.1145/3703155		2025	A Survey on Hallucination in Large Language Models: Principles, Taxonomy, Challenges, and Open Questions	"[llm_xai] ACM Transactions on Information Systems
, 43(2), 3155"	LLM hallucination survey; secondary literature		Survey hallucination taxonomy, causes, detection, and mitigation in LLMs	large language models	text (surveyed literature and LLM outputs)	taxonomy of hallucination types; detection and mitigation strategies; reliability framing for LLM outputs		secondary literature review and taxonomy synthesis						
doi:10.48550/arxiv.2205.10625	10.48550/arxiv.2205.10625		2023	LEAST-TO-MOST PROMPTING ENABLES COMPLEX REASONING IN LARGE LANGUAGE MODELS	[llm_xai] 11th International Conference on Learning Representations Iclr 2023	chain-of-thought reasoning		Multi-step reasoning with large language models	large language models	tables + text questions	chain-of-thought prompting / reasoning traces; symbolic / neurosymbolic reasoning; interpretable / explainable modeling		benchmark-style empirical evaluation; reasoning-task experiments across prompts / tasks; comparison against human judgments / annotations						
doi:10.1145/3637528.3671470	10.1145/3637528.3671470		2024	A Survey on RAG Meeting LLMs: Towards Retrieval-Augmented Large Language Models	"[llm_xai] Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
, pp. 6491–6501"	retrieval-augmented generation survey; secondary literature		Survey architectures, components, and open problems in RAG for LLMs	large language models	text (surveyed literature and system pipelines)	survey of retrieval, augmentation, generation, and evaluation components in RAG		secondary literature survey / tutorial paper						
doi:10.1016/j.inffus.2024.102301	10.1016/j.inffus.2024.102301		2024	Explainable Artificial Intelligence (XAI) 2.0: A manifesto of open challenges and interdisciplinary research directions	"[llm_xai] Information Fusion
, 106, 102301"	healthcare; clinical use of LLMs		Survey / review of methods, challenges, and evaluation	large language models	tables + text questions	taxonomy / survey of explainability methods; retrieval-augmented generation / grounding; faithfulness-oriented reasoning / explanation; symbolic / neurosymbolic reasoning; attribution / evidence decomposition; interpretable / explainable modeling		secondary literature review / taxonomy synthesis; benchmark-style empirical evaluation; domain-specific empirical evaluation in healthcare; comparison against human judgments / annotations						
doi:10.18653/v1/2023.emnlp-main.495	10.18653/v1/2023.emnlp-main.495		2023	Active Retrieval Augmented Generation	[llm_xai] Emnlp 2023 2023 Conference on Empirical Methods in Natural Language Processing Proceedings, pp. 7969–7992	retrieval-augmented generation; factuality and hallucination reduction		Active retrieval during long-form generation	large language models	text generation with external retrieved documents	active retrieval-augmented generation; sentence-level retrieval triggering via low-confidence prediction		empirical comparison on four long-form knowledge-intensive generation tasks						
doi:10.1109/cvpr52729.2023.01436	10.1109/cvpr52729.2023.01436		2023	Visual Programming: Compositional visual reasoning without training	"[llm_xai] Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition
, 2023-June, pp. 14953–14962"	retrieval-augmented generation		Retrieval-augmented generation / reasoning	large language models	text + image / multimodal inputs	retrieval-augmented generation / grounding; chain-of-thought prompting / reasoning traces; symbolic / neurosymbolic reasoning; interpretable / explainable modeling		reasoning-task experiments across prompts / tasks						
doi:10.48550/arxiv.2310.11511	10.48550/arxiv.2310.11511		2024	SELF-RAG: LEARNING TO RETRIEVE, GENERATE, AND CRITIQUE THROUGH SELF-REFLECTION	[llm_xai] 12th International Conference on Learning Representations Iclr 2024	retrieval-augmented generation		Retrieval-augmented generation / reasoning	large language models	tables + text questions	retrieval-augmented generation / grounding; self-reflection / self-consistency strategies; attribution / evidence decomposition		benchmark-style empirical evaluation; reasoning-task experiments across prompts / tasks; comparison against human judgments / annotations						
doi:10.18653/v1/2023.acl-long.147	10.18653/v1/2023.acl-long.147		2023	Plan-and-Solve Prompting: Improving Zero-Shot Chain-of-Thought Reasoning by Large Language Models	"[llm_xai] Proceedings of the Annual Meeting of the Association for Computational Linguistics
, 1, pp. 2609–2634"	retrieval-augmented generation		Retrieval-augmented generation / reasoning	large language models	tables + text questions	retrieval-augmented generation / grounding; chain-of-thought prompting / reasoning traces; symbolic / neurosymbolic reasoning		benchmark-style empirical evaluation; reasoning-task experiments across prompts / tasks; comparison against human judgments / annotations						
doi:10.18653/v1/2024.eacl-demo.16	10.18653/v1/2024.eacl-demo.16		2024	RAGAS: Automated Evaluation of Retrieval Augmented Generation	[llm_xai] Eacl 2024 18th Conference of the European Chapter of the Association for Computational Linguistics Proceedings of System Demonstrations, pp. 150–158	RAG evaluation; faithfulness and grounding metrics		Reference-free evaluation of retrieval-augmented generation pipelines	large language models	text; retrieved passages plus generated answers	metric-based evaluation for faithfulness, answer relevance, and context quality in RAG		system/demo paper introducing an automated evaluation toolkit for RAG without human gold labels						
doi:10.18653/v1/2023.findings-emnlp.248	10.18653/v1/2023.findings-emnlp.248		2023	LOGIC-LM: Empowering Large Language Models with Symbolic Solvers for Faithful Logical Reasoning	[llm_xai] Findings of the Association for Computational Linguistics Emnlp 2023, pp. 3806–3824	faithful logical reasoning with LLMs		Combine LLMs with symbolic solvers for logical reasoning	large language models	textual logical reasoning problems translated into symbolic form	LLM-to-symbolic translation; deterministic symbolic inference; self-refinement with solver feedback		empirical evaluation on five logical reasoning datasets against standard prompting and chain-of-thought baselines						
doi:10.18653/v1/2023.acl-long.557	10.18653/v1/2023.acl-long.557		2023	Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions	"[llm_xai] Proceedings of the Annual Meeting of the Association for Computational Linguistics
, 1, pp. 10014–10037"	retrieval plus chain-of-thought reasoning		Interleave retrieval with multi-step reasoning for knowledge-intensive QA	large language models	text questions plus retrieved passages	interleaved retrieval with chain-of-thought; CoT-guided retrieval; factual reasoning traces		empirical QA evaluation on HotpotQA, 2WikiMultihopQA, MuSiQue, and IIRC						
doi:10.3390/healthcare11202776	10.3390/healthcare11202776		2023	Leveraging Generative AI and Large Language Models: A Comprehensive Roadmap for Healthcare Integration	"[llm_xai] Healthcare Switzerland
, 11(20), 2776"	healthcare; clinical use of LLMs		Survey / review of methods, challenges, and evaluation	large language models	text + image / multimodal inputs	taxonomy / survey of explainability methods; retrieval-augmented generation / grounding; chain-of-thought prompting / reasoning traces; attribution / evidence decomposition		secondary literature review / taxonomy synthesis; benchmark-style empirical evaluation; domain-specific empirical evaluation in healthcare; reasoning-task experiments across prompts / tasks; comparison against human judgments / annotations						
